label,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
neutral,0.5120269656181335,0.24652938544750214,-0.31840670108795166,0.9999926090240479,0.5194969177246094,0.2269216626882553,-0.300182968378067,0.9999840259552002,0.5248257517814636,0.22628135979175568,-0.30027297139167786,0.9999838471412659,0.5296276807785034,0.22613878548145294,-0.3003649413585663,0.999983549118042,0.5039448142051697,0.2287967950105667,-0.30065715312957764,0.9999820590019226,0.49882447719573975,0.22926029562950134,-0.30063527822494507,0.9999809265136719,0.4937112629413605,0.23009595274925232,-0.30068716406822205,0.9999801516532898,0.5357548594474792,0.2338905781507492,-0.17277364432811737,0.9999719858169556,0.4896479845046997,0.23771387338638306,-0.17623507976531982,0.9999808073043823,0.5227941274642944,0.2658882141113281,-0.2692018151283264,0.9999933242797852,0.5023530125617981,0.26770731806755066,-0.26989465951919556,0.9999933838844299,0.5818080902099609,0.3583069443702698,-0.07272323966026306,0.9999838471412659,0.45098966360092163,0.3621097505092621,-0.0986538752913475,0.9999634623527527,0.5977697968482971,0.512485921382904,-0.008309523575007915,0.9938411712646484,0.42800477147102356,0.5216672420501709,-0.058816004544496536,0.9952511787414551,0.6052262187004089,0.6517022848129272,-0.15115736424922943,0.9934000372886658,0.4231472313404083,0.6684929728507996,-0.17777475714683533,0.9858338832855225,0.6090137958526611,0.694231390953064,-0.19927465915679932,0.983837366104126,0.418784499168396,0.7108989953994751,-0.21805644035339355,0.9681722521781921,0.5989590883255005,0.6923635005950928,-0.24104799330234528,0.9855335354804993,0.4292771816253662,0.7103773355484009,-0.2610163390636444,0.9703943729400635,0.5954024791717529,0.6810113787651062,-0.17055688798427582,0.9825289249420166,0.43302059173583984,0.6967827081680298,-0.19601476192474365,0.9676834344863892,0.5526489615440369,0.6503434181213379,0.012852512300014496,0.9986816644668579,0.47637128829956055,0.648041307926178,-0.012596771121025085,0.998460054397583,0.5520063638687134,0.8870669007301331,-0.049543410539627075,0.8027016520500183,0.47198110818862915,0.8830899000167847,-0.04570303112268448,0.7866495847702026,0.5659457445144653,1.0843908786773682,0.1265190690755844,0.3466143310070038,0.45456942915916443,1.065868616104126,0.1514667123556137,0.25871512293815613,0.5600740313529968,1.1086113452911377,0.13501182198524475,0.19907134771347046,0.4543227255344391,1.0881472826004028,0.16455642879009247,0.11170157790184021,0.5715877413749695,1.1547189950942993,-0.013000103645026684,0.18150746822357178,0.4560411870479584,1.1386775970458984,0.005851083435118198,0.14272035658359528
neutral,0.5138179659843445,0.24527160823345184,-0.3291650712490082,0.999992847442627,0.5220547318458557,0.22568444907665253,-0.3105420768260956,0.9999851584434509,0.5271137952804565,0.22518086433410645,-0.3106272518634796,0.999984622001648,0.5313141345977783,0.22492127120494843,-0.3107217252254486,0.9999845623970032,0.5059811472892761,0.22835467755794525,-0.3118976652622223,0.9999839663505554,0.5009127259254456,0.22906434535980225,-0.311891108751297,0.9999828934669495,0.49601244926452637,0.22980672121047974,-0.3119407594203949,0.9999825954437256,0.5381432771682739,0.23331668972969055,-0.18130363523960114,0.9999728202819824,0.4910120368003845,0.23784363269805908,-0.1886512041091919,0.9999831914901733,0.5254268050193787,0.2638806402683258,-0.27925899624824524,0.9999939799308777,0.5044743418693542,0.2663734555244446,-0.28108417987823486,0.9999940395355225,0.5851370096206665,0.3587191700935364,-0.07975996285676956,0.9999827742576599,0.452720582485199,0.36396145820617676,-0.11476252228021622,0.9999611973762512,0.6004118919372559,0.5089671015739441,-0.01242067664861679,0.9946171045303345,0.43130889534950256,0.5229472517967224,-0.07673870772123337,0.9955747127532959,0.6077488660812378,0.6475387811660767,-0.1467999815940857,0.993762195110321,0.4252956807613373,0.6692168116569519,-0.19254130125045776,0.9857898354530334,0.6115847826004028,0.6909366250038147,-0.19261710345745087,0.9843963384628296,0.4226149916648865,0.7126361727714539,-0.23292221128940582,0.9674132466316223,0.6016542911529541,0.689301609992981,-0.2344319075345993,0.9859914779663086,0.43322357535362244,0.7110205888748169,-0.2754218876361847,0.9695981740951538,0.598114550113678,0.6773285269737244,-0.16600024700164795,0.9830546379089355,0.4367360472679138,0.696909487247467,-0.21058453619480133,0.9671937823295593,0.5556811094284058,0.6499106287956238,0.01321934349834919,0.998774528503418,0.47919970750808716,0.6468151807785034,-0.012965170666575432,0.9984845519065857,0.554437518119812,0.8843367695808411,-0.046564336866140366,0.8378424644470215,0.4730284810066223,0.8833494782447815,-0.038870036602020264,0.810154914855957,0.5681057572364807,1.0848878622055054,0.12276643514633179,0.4048370122909546,0.45382747054100037,1.064234972000122,0.1630363166332245,0.2768843472003937,0.562741219997406,1.1106160879135132,0.13073396682739258,0.21551741659641266,0.45432519912719727,1.0861690044403076,0.17685963213443756,0.11912096291780472,0.5761491656303406,1.154955506324768,-0.01715322583913803,0.20891423523426056,0.4543870687484741,1.1378668546676636,0.017914975062012672,0.1536892056465149
right,0.3783024549484253,0.2750092148780823,-0.42577970027923584,0.999982476234436,0.37564754486083984,0.25391003489494324,-0.4153444766998291,0.999959409236908,0.37895825505256653,0.24901817739009857,-0.41541168093681335,0.9999638795852661,0.3818221986293793,0.2440723329782486,-0.41549187898635864,0.9999635219573975,0.36608198285102844,0.26914793252944946,-0.40514707565307617,0.9999510049819946,0.3620213270187378,0.27607017755508423,-0.40518271923065186,0.9999505877494812,0.35896119475364685,0.28165531158447266,-0.40525808930397034,0.9999425411224365,0.3934019207954407,0.2429673969745636,-0.30493491888046265,0.9999580979347229,0.3602633774280548,0.2894226312637329,-0.25694364309310913,0.9999168515205383,0.3951629400253296,0.2815535366535187,-0.38220468163490295,0.9999903440475464,0.38114845752716064,0.29771244525909424,-0.36773380637168884,0.9999775290489197,0.4843348264694214,0.31176888942718506,-0.2053157091140747,0.9999848008155823,0.3781502842903137,0.42486071586608887,-0.15440553426742554,0.9998995065689087,0.5477445125579834,0.4349333345890045,-0.1361660659313202,0.9974112510681152,0.3900891840457916,0.5888382792472839,-0.08026960492134094,0.9743672609329224,0.5675762295722961,0.5618345737457275,-0.24309943616390228,0.9955378174781799,0.4065972566604614,0.7320976257324219,-0.1778777688741684,0.9485338926315308,0.5771963000297546,0.6055231094360352,-0.28531956672668457,0.9874593615531921,0.4050391912460327,0.7784620523452759,-0.20989514887332916,0.9031894207000732,0.5653818845748901,0.6045079827308655,-0.3253467082977295,0.988894522190094,0.41560521721839905,0.7793689370155334,-0.258934885263443,0.9087992310523987,0.5596709847450256,0.5922160148620605,-0.25919121503829956,0.9865100383758545,0.41858071088790894,0.762863039970398,-0.1998886913061142,0.9114573001861572,0.5288002490997314,0.6202088594436646,-0.01303912978619337,0.996963620185852,0.45608893036842346,0.6544703245162964,0.013220652937889099,0.9965684413909912,0.5480509996414185,0.8320175409317017,-0.06728335469961166,0.8024864196777344,0.4688299000263214,0.8788952827453613,-0.04047325626015663,0.7944949865341187,0.5645644068717957,0.9822855591773987,0.17730917036533356,0.39080092310905457,0.4826553463935852,1.056007981300354,0.1599891036748886,0.28504154086112976,0.5613398551940918,0.9841158390045166,0.19542108476161957,0.2715011537075043,0.48764708638191223,1.0731146335601807,0.17528918385505676,0.14785248041152954,0.5745894908905029,1.0788211822509766,0.07640588283538818,0.22591523826122284,0.488243043422699,1.133281946182251,0.03997950628399849,0.1615755259990692
right,0.37600722908973694,0.2766117751598358,-0.4292563796043396,0.9999834895133972,0.37351760268211365,0.25525638461112976,-0.4190087914466858,0.9999616742134094,0.37694382667541504,0.2502630949020386,-0.4190743863582611,0.9999659061431885,0.37986722588539124,0.24529969692230225,-0.4191558361053467,0.9999656081199646,0.36405348777770996,0.2708841860294342,-0.4086083173751831,0.99995356798172,0.36011379957199097,0.27775153517723083,-0.4086478054523468,0.9999531507492065,0.3572334051132202,0.28298240900039673,-0.40872105956077576,0.9999452829360962,0.3916093707084656,0.24383816123008728,-0.30928918719291687,0.9999609589576721,0.3588297963142395,0.29052430391311646,-0.260353684425354,0.9999207854270935,0.3929637670516968,0.28297188878059387,-0.38584741950035095,0.9999909996986389,0.37934228777885437,0.29926347732543945,-0.37111786007881165,0.9999786615371704,0.4831058979034424,0.3112611770629883,-0.21009992063045502,0.9999856948852539,0.37759652733802795,0.42600420117378235,-0.1571102887392044,0.9999006986618042,0.5474522113800049,0.4335266351699829,-0.1421266794204712,0.9975690245628357,0.39008477330207825,0.5890095233917236,-0.08160185813903809,0.9745936393737793,0.5677668452262878,0.5615112781524658,-0.24818918108940125,0.9958024024963379,0.4064934551715851,0.7333210706710815,-0.17974568903446198,0.9495137333869934,0.5779953598976135,0.6053400635719299,-0.29042115807533264,0.988052248954773,0.4049805700778961,0.7793583273887634,-0.2118045538663864,0.9045933485031128,0.5655142068862915,0.6044007539749146,-0.33037394285202026,0.9894188046455383,0.41560307145118713,0.7803381681442261,-0.2607673108577728,0.9101535081863403,0.5598713159561157,0.5921798348426819,-0.26405051350593567,0.9871355295181274,0.4185687303543091,0.7639121413230896,-0.20165632665157318,0.9129316806793213,0.5288621783256531,0.6190816164016724,-0.013569475151598454,0.9969403147697449,0.4562285542488098,0.6543106436729431,0.013751042075455189,0.9965233206748962,0.5480736494064331,0.8316076397895813,-0.07206730544567108,0.8001469969749451,0.46882376074790955,0.8783259391784668,-0.040875568985939026,0.7910154461860657,0.5647093057632446,0.9826420545578003,0.16403652727603912,0.38899022340774536,0.484163761138916,1.0555899143218994,0.15411123633384705,0.2865339517593384,0.561516523361206,0.9834606051445007,0.18110765516757965,0.27367597818374634,0.48975780606269836,1.0727325677871704,0.16835376620292664,0.1505538374185562,0.575302243232727,1.0797873735427856,0.06311628222465515,0.2251434028148651,0.48956772685050964,1.1327998638153076,0.03436800464987755,0.16231918334960938
right,0.37549227476119995,0.2772365212440491,-0.43097180128097534,0.9999838471412659,0.37276706099510193,0.2558901309967041,-0.4209161698818207,0.9999626278877258,0.376083642244339,0.2509542405605316,-0.4209801256656647,0.9999667406082153,0.3789307773113251,0.2460254281759262,-0.4210672974586487,0.9999663829803467,0.36349862813949585,0.27185243368148804,-0.41077274084091187,0.9999548196792603,0.3595205545425415,0.27870070934295654,-0.41081511974334717,0.9999544620513916,0.3564567565917969,0.28389278054237366,-0.41088858246803284,0.9999467134475708,0.39046767354011536,0.2443830966949463,-0.3117205500602722,0.9999622106552124,0.35806819796562195,0.29127153754234314,-0.2641029357910156,0.9999229311943054,0.39228925108909607,0.2834431231021881,-0.3876997232437134,0.9999913573265076,0.3786240518093109,0.29990527033805847,-0.3732942044734955,0.9999792575836182,0.481793075799942,0.31076884269714355,-0.21175408363342285,0.9999861121177673,0.3771326243877411,0.42693614959716797,-0.16209454834461212,0.9999011754989624,0.5470346212387085,0.43254631757736206,-0.14253439009189606,0.9976682662963867,0.3901117742061615,0.5900773406028748,-0.087837815284729,0.9749159812927246,0.5678477883338928,0.5605566501617432,-0.24696187674999237,0.9959523677825928,0.40650731325149536,0.7349424958229065,-0.1851755976676941,0.9501843452453613,0.5786615014076233,0.6041316986083984,-0.28908467292785645,0.9883448481559753,0.4050047993659973,0.7814434170722961,-0.21714583039283752,0.9054070711135864,0.5656284689903259,0.6034085750579834,-0.3290674388408661,0.9896848797798157,0.4156309962272644,0.78212571144104,-0.2656073570251465,0.9109983444213867,0.5599393844604492,0.591537594795227,-0.2628692388534546,0.9874678254127502,0.41863584518432617,0.7654387950897217,-0.2068687379360199,0.9139592051506042,0.5289137959480286,0.6172776818275452,-0.013545788824558258,0.9969082474708557,0.45631927251815796,0.6536293029785156,0.01372672338038683,0.9964625835418701,0.5481241941452026,0.8309032320976257,-0.07289056479930878,0.795041024684906,0.468814879655838,0.8782970905303955,-0.04158942773938179,0.7843019366264343,0.5646330714225769,0.984406054019928,0.16286081075668335,0.3830668032169342,0.48412659764289856,1.0556309223175049,0.15007387101650238,0.28390011191368103,0.5616398453712463,0.9849791526794434,0.17993386089801788,0.2719743251800537,0.48971498012542725,1.0730865001678467,0.16444052755832672,0.15037371218204498,0.5763173699378967,1.0829131603240967,0.06289399415254593,0.22165152430534363,0.48955726623535156,1.1325759887695312,0.031166905537247658,0.1606077253818512
right,0.37263405323028564,0.2799195349216461,-0.4332435131072998,0.9999843835830688,0.37029018998146057,0.25813016295433044,-0.42368796467781067,0.9999637603759766,0.3738357126712799,0.2530432939529419,-0.4237475097179413,0.9999676942825317,0.37690553069114685,0.2481698989868164,-0.4238310754299164,0.9999673366546631,0.3611283600330353,0.2749187648296356,-0.41284745931625366,0.9999563097953796,0.3573225140571594,0.2811281979084015,-0.41290122270584106,0.9999560713768005,0.35452085733413696,0.28550487756729126,-0.4129747152328491,0.9999485611915588,0.3891705870628357,0.24565260112285614,-0.3167385160923004,0.9999634623527527,0.3569048047065735,0.29230594635009766,-0.26598769426345825,0.9999254941940308,0.38975608348846436,0.28585171699523926,-0.39080095291137695,0.9999917149543762,0.37662214040756226,0.3016125559806824,-0.3755231201648712,0.9999799132347107,0.48100337386131287,0.31065669655799866,-0.21862977743148804,0.9999864101409912,0.37696486711502075,0.4279112219810486,-0.16443343460559845,0.9999032020568848,0.5470158457756042,0.4322129189968109,-0.1551949679851532,0.9977521300315857,0.3901241421699524,0.5907532572746277,-0.08992335945367813,0.9750345945358276,0.5679554343223572,0.5596404671669006,-0.2603943347930908,0.9959869980812073,0.40651264786720276,0.735649824142456,-0.18599958717823029,0.9505565762519836,0.5787305235862732,0.6028105020523071,-0.3025159537792206,0.9883148074150085,0.4050619304180145,0.7822206020355225,-0.21776725351810455,0.9057199358940125,0.5657656192779541,0.6022836565971375,-0.34104377031326294,0.989657461643219,0.4156566858291626,0.7828128337860107,-0.2654663026332855,0.9113019108772278,0.5600377321243286,0.5908077955245972,-0.27580341696739197,0.9874771237373352,0.4186561107635498,0.7660362720489502,-0.20730818808078766,0.9144124984741211,0.5288938879966736,0.6161286234855652,-0.014064502902328968,0.996860146522522,0.4564029574394226,0.6525731682777405,0.014235435053706169,0.9964023232460022,0.5480054616928101,0.829582929611206,-0.08015717566013336,0.7839400768280029,0.46877235174179077,0.8763428926467896,-0.03972337394952774,0.7721927165985107,0.5645269155502319,0.9869714975357056,0.15060696005821228,0.37395015358924866,0.48448890447616577,1.0548484325408936,0.1455961912870407,0.2811736464500427,0.561784565448761,0.9850068092346191,0.1674937903881073,0.2695590555667877,0.4903241991996765,1.0728448629379272,0.15918289124965668,0.15121686458587646,0.5761795043945312,1.0823107957839966,0.051556579768657684,0.21675081551074982,0.48957881331443787,1.1320712566375732,0.025935228914022446,0.15940654277801514
right,0.3670434355735779,0.2815127372741699,-0.409389853477478,0.9999822974205017,0.36355966329574585,0.2606343924999237,-0.39935818314552307,0.9999565482139587,0.3663541376590729,0.2560751438140869,-0.39943668246269226,0.999962329864502,0.36920133233070374,0.25127384066581726,-0.3994995057582855,0.9999623894691467,0.3548741340637207,0.2764495611190796,-0.38774508237838745,0.999946117401123,0.3512623608112335,0.2832372784614563,-0.38777172565460205,0.9999440908432007,0.34747233986854553,0.28920361399650574,-0.3878515958786011,0.9999338388442993,0.38130149245262146,0.2497476041316986,-0.2948548197746277,0.9999594688415527,0.3504819869995117,0.29664531350135803,-0.2401116043329239,0.9998968243598938,0.3841022253036499,0.2869698703289032,-0.3686312735080719,0.9999898672103882,0.3699248135089874,0.3039274215698242,-0.3521735370159149,0.999973714351654,0.47290143370628357,0.3105984032154083,-0.20646388828754425,0.999984860420227,0.37240952253341675,0.43453624844551086,-0.13906991481781006,0.9998676180839539,0.5390990376472473,0.4243861436843872,-0.1585230678319931,0.9977885484695435,0.3876100778579712,0.5957509279251099,-0.06751471012830734,0.9695540070533752,0.563633382320404,0.5534059405326843,-0.279367059469223,0.996283233165741,0.407461017370224,0.738415539264679,-0.1663430631160736,0.9460415840148926,0.5766995549201965,0.5959672331809998,-0.32448810338974,0.9891915321350098,0.40750041604042053,0.784679114818573,-0.19822421669960022,0.8987805843353271,0.563218355178833,0.5976454019546509,-0.36476731300354004,0.9904364347457886,0.4183928370475769,0.7847719192504883,-0.24663777649402618,0.9051321148872375,0.556797444820404,0.5869476199150085,-0.29565492272377014,0.9884036779403687,0.4207962453365326,0.7684931755065918,-0.1883140653371811,0.9095341563224792,0.5264490842819214,0.6136071681976318,-0.01586930640041828,0.9957169890403748,0.45441627502441406,0.652849018573761,0.016072386875748634,0.9955187439918518,0.5472036004066467,0.8227495551109314,-0.05799482390284538,0.7729907035827637,0.47013041377067566,0.8728436827659607,-0.019263312220573425,0.7862645387649536,0.5651996731758118,0.9743204712867737,0.1636877804994583,0.4105966091156006,0.4926740825176239,1.0498533248901367,0.14749272167682648,0.39095813035964966,0.5649712681770325,0.97618567943573,0.17931438982486725,0.3076026141643524,0.4997120499610901,1.0685471296310425,0.15902943909168243,0.20923557877540588,0.5660873651504517,1.0419880151748657,0.0559689998626709,0.24776509404182434,0.500399112701416,1.1274677515029907,0.019274570047855377,0.2275952249765396
neutral,0.5481216311454773,0.24057741463184357,-0.22140422463417053,0.9999906420707703,0.5547566413879395,0.22195543348789215,-0.20144972205162048,0.9999814629554749,0.55921471118927,0.22251509130001068,-0.20158067345619202,0.9999809861183167,0.5638599395751953,0.22331757843494415,-0.2016894668340683,0.999983012676239,0.5403478741645813,0.22179418802261353,-0.2027825564146042,0.9999784231185913,0.534450352191925,0.2223014086484909,-0.20273126661777496,0.9999752640724182,0.5287719964981079,0.22277145087718964,-0.20277951657772064,0.999975860118866,0.5680285096168518,0.2324983924627304,-0.08721666783094406,0.999974250793457,0.5205034613609314,0.23207944631576538,-0.0933864489197731,0.9999709725379944,0.5551978349685669,0.26159265637397766,-0.17861399054527283,0.9999934434890747,0.5365167856216431,0.2608744204044342,-0.18011446297168732,0.9999905228614807,0.6082597374916077,0.36421307921409607,-0.026375288143754005,0.999988317489624,0.47463250160217285,0.3630540668964386,-0.04449300467967987,0.9999345541000366,0.6205897331237793,0.5125727653503418,0.013299944810569286,0.9960458278656006,0.4500683844089508,0.5180697441101074,-0.02579995058476925,0.9903604984283447,0.6287409067153931,0.65406733751297,-0.12872932851314545,0.9955710172653198,0.4382797181606293,0.658294677734375,-0.142629474401474,0.9777497053146362,0.6316831707954407,0.7001038193702698,-0.1770978420972824,0.9893797636032104,0.4332479238510132,0.7006935477256775,-0.18192142248153687,0.9551453590393066,0.6236661076545715,0.6969445943832397,-0.21448728442192078,0.9905100464820862,0.4434729218482971,0.7004814147949219,-0.22268450260162354,0.9589159488677979,0.6191225051879883,0.6830554008483887,-0.1463470458984375,0.988717257976532,0.447887659072876,0.686343789100647,-0.16028447449207306,0.9574702978134155,0.5697925686836243,0.6566982269287109,0.009188576601445675,0.998975932598114,0.49079442024230957,0.6468424201011658,-0.008980244398117065,0.998555600643158,0.5615344643592834,0.8968274593353271,-0.06058167666196823,0.808946967124939,0.48281222581863403,0.8886289596557617,-0.024312539026141167,0.7836505770683289,0.5638327598571777,1.0940985679626465,0.1204904317855835,0.30153003334999084,0.467604398727417,1.0681378841400146,0.15725576877593994,0.2547496259212494,0.5579128861427307,1.1193363666534424,0.1302504986524582,0.1507764309644699,0.46779122948646545,1.091750144958496,0.17074669897556305,0.103847436606884,0.5651475787162781,1.166811227798462,-0.0007892593857832253,0.1502513289451599,0.4658394455909729,1.1417075395584106,0.030459439381957054,0.14482250809669495
left,0.6586930155754089,0.27057918906211853,-0.37242329120635986,0.9999967217445374,0.6706392765045166,0.26259079575538635,-0.34923720359802246,0.9999932050704956,0.6750011444091797,0.2668743431568146,-0.34929993748664856,0.9999921321868896,0.6787509322166443,0.27062687277793884,-0.34939664602279663,0.9999912977218628,0.6598950028419495,0.24898701906204224,-0.3584870994091034,0.9999931454658508,0.6552255153656006,0.2434152364730835,-0.3585492968559265,0.9999926090240479,0.6519021391868591,0.23914292454719543,-0.35857880115509033,0.9999925494194031,0.6813409328460693,0.28499966859817505,-0.1968984156847,0.9999874830245972,0.6424058675765991,0.2433561533689499,-0.24477742612361908,0.9999947547912598,0.6577268242835999,0.29424428939819336,-0.31333181262016296,0.9999971985816956,0.6441611051559448,0.27866390347480774,-0.3271857500076294,0.999998152256012,0.668824315071106,0.42272132635116577,-0.07404012233018875,0.9999852180480957,0.5581718683242798,0.322458952665329,-0.15687263011932373,0.9999898672103882,0.6527708172798157,0.566718578338623,0.030046729370951653,0.989642858505249,0.48404377698898315,0.44939878582954407,-0.11092737317085266,0.9978062510490417,0.6404210329055786,0.7065562605857849,-0.09568390995264053,0.9889862537384033,0.45446673035621643,0.5766600966453552,-0.2243107706308365,0.995094358921051,0.6378716826438904,0.7552740573883057,-0.135001078248024,0.9755926132202148,0.4413734972476959,0.6192910671234131,-0.2650403678417206,0.9882457256317139,0.6323718428611755,0.7512924671173096,-0.18283766508102417,0.9782448410987854,0.45425087213516235,0.6224839687347412,-0.30214446783065796,0.9893403053283691,0.6303054094314575,0.7356495261192322,-0.11802271753549576,0.9761548042297363,0.46108299493789673,0.6130287647247314,-0.24007639288902283,0.9877117276191711,0.5793302059173584,0.6574219465255737,0.027905043214559555,0.9993259906768799,0.5054816603660583,0.6194210648536682,-0.027696888893842697,0.9993463754653931,0.5671438574790955,0.9018614888191223,-0.06323827058076859,0.8070741891860962,0.4796251058578491,0.8500027060508728,-0.05927721783518791,0.7895938754081726,0.5506694316864014,1.084659218788147,0.18930590152740479,0.21497534215450287,0.44772008061408997,1.0430988073349,0.1704661101102829,0.2788490653038025,0.5417322516441345,1.1049997806549072,0.2057255059480667,0.14263999462127686,0.4437160789966583,1.063053846359253,0.18579784035682678,0.11375763267278671,0.5530588030815125,1.1617431640625,0.06890743225812912,0.13278813660144806,0.44179046154022217,1.1177030801773071,0.012978258542716503,0.16982892155647278
left,0.6605178713798523,0.2710548937320709,-0.4225063621997833,0.9999969005584717,0.6725751757621765,0.2634582221508026,-0.39945968985557556,0.9999935030937195,0.6769147515296936,0.2678658366203308,-0.3995139002799988,0.9999924302101135,0.6806275248527527,0.27159756422042847,-0.39960604906082153,0.9999915361404419,0.6617711782455444,0.24954189360141754,-0.4088433086872101,0.9999934434890747,0.6571199893951416,0.24404947459697723,-0.408924400806427,0.9999930262565613,0.6537571549415588,0.23984047770500183,-0.40894994139671326,0.999992847442627,0.6830693483352661,0.28586244583129883,-0.2428293526172638,0.9999879598617554,0.6440707445144653,0.2439543902873993,-0.29168492555618286,0.9999950528144836,0.6594491004943848,0.2949221730232239,-0.3615688681602478,0.9999973177909851,0.6458296179771423,0.2790113091468811,-0.3757030665874481,0.9999982714653015,0.6700884103775024,0.42425206303596497,-0.11164576560258865,0.9999851584434509,0.5593858361244202,0.3224550783634186,-0.19282166659832,0.9999905824661255,0.6536293029785156,0.5673460960388184,-0.0027897071558982134,0.9898968935012817,0.48494988679885864,0.44939911365509033,-0.1419069468975067,0.9979793429374695,0.6407850980758667,0.7076716423034668,-0.1280268430709839,0.9889015555381775,0.45509952306747437,0.5761748552322388,-0.2559925317764282,0.9952926635742188,0.6383543610572815,0.7558522820472717,-0.1678028106689453,0.9749780893325806,0.4421653747558594,0.6187131404876709,-0.2971355617046356,0.9885174632072449,0.6328814625740051,0.751794159412384,-0.21651723980903625,0.9777557253837585,0.455097496509552,0.6219796538352966,-0.33514291048049927,0.9895997047424316,0.6306931972503662,0.7361589074134827,-0.1506853848695755,0.975680410861969,0.46175217628479004,0.6126027703285217,-0.2720269560813904,0.9880028367042542,0.5797314643859863,0.6568833589553833,0.0277070552110672,0.9992567300796509,0.5064166188240051,0.6184737086296082,-0.027491845190525055,0.999300479888916,0.5671392679214478,0.8979747295379639,-0.06969210505485535,0.8071686625480652,0.4791084825992584,0.846464991569519,-0.05545113980770111,0.7948992252349854,0.5499609112739563,1.0854154825210571,0.16109870374202728,0.22365058958530426,0.4429549276828766,1.041505217552185,0.16132980585098267,0.29660406708717346,0.5405237078666687,1.1064547300338745,0.17588885128498077,0.14985577762126923,0.4385656714439392,1.0620383024215698,0.17531871795654297,0.12098930776119232,0.5523079037666321,1.1620452404022217,0.030499564483761787,0.14033475518226624,0.43642759323120117,1.1163846254348755,-0.0006401887512765825,0.1813133805990219
